PERMISSION NOTICE

The Microsoft “Terms of Use” (available at the www.microsoft.com website) govern all glossary terms in this document (“Glossary Terms”).  The following supplemental terms and conditions also apply.  If there is any conflict between the Terms of Use and the following terms and conditions, the following terms and conditions will take
Precedence over the Terms of Use.
         
1. No part of the Glossary Terms may be reproduced, adapted, distributed, or transmitted in any form or by any means, electronic, mechanical, or otherwise, including photocopying and entry into an information storage and/or retrieval system, for any purpose without the prior express consent of Microsoft Corporation. 

2. You may use the Glossary Terms in the development of any application software and you may also use the Glossary Terms for personal or non-commercial purposes only without the prior written consent of Microsoft Corporation, and only if all copies contain this Permission Notice and the Microsoft copyright notice in the Terms of Use.         
                                                                                                                                
3. You are not permitted to make any modifications, deletions or additions to the Glossary Terms.
 
4. Except as expressly set forth above, Microsoft’s publication of the Glossary Terms does not grant any rights to use, distribute, or implement any technology or intellectual property rights. All rights not expressly granted herein are expressly reserved by Microsoft.
"Source Term",,"Translation",,"String Category",,"Platform",,"Product",,"Version"
"<strong>Request Approval</strong>",,"<strong>Anmod om godkendelse</strong>",,"None",,"All",,"Sharepoint Designer",,""
"To request feedback on this document, type the names of the people who need to review it on the <strong>Reviewers</strong> line.&#160; Each person will be assigned a task to review and provide feedback for this document. You will receive an e-mail when the request is sent and once everyone has finished their tasks.",,"Hvis du vil anmode om feedback på dokumentet, skal du indtaste navnene på de brugere, der skal gennemse det, på linjen <strong>Korrekturlæsere</strong>.&#160; Hver bruger bliver tildelt en opgave vedrørende at korrekturlæse dokumentet og sende feedback til det. Du modtager en mail, når anmodningen sendes, og når hver af brugerne har fuldført opgaven.",,"None",,"All",,"Sharepoint Designer",,""
"Add approver names in the order you want the tasks assigned:",,"Tilføj navne på godkendere i den rækkefølge, opgaverne skal tildeles:",,"None",,"All",,"Sharepoint Designer",,""
"Add reviewer names in the order you want the tasks assigned:",,"Tilføj navne på korrekturlæsere i den rækkefølge, opgaverne skal tildeles:",,"None",,"All",,"Sharepoint Designer",,""
"Assign a single task to each group entered (Do not expand groups).",,"Tildel en enkelt opgave til hver angivet gruppe (udvid ikke grupper).",,"None",,"All",,"Sharepoint Designer",,""
"Assign a single task to each group entered. (Don't expand groups.)",,"Tildel en enkelt opgave til hver angivet gruppe. Udvid ikke grupper.",,"None",,"All",,"Sharepoint Designer",,""
"By default, this workflow will be completed when all tasks are finished.&#160; You can also specify that this workflow will be completed when a certain number of people finish their tasks.",,"Denne arbejdsproces er fuldført, når alle opgaver er afsluttet.&#160; Du kan også angive, at denne arbejdsproces er fuldført, når et bestemt antal personer har afsluttet deres opgaver.",,"None",,"All",,"Sharepoint Designer",,""
"Give each person the following amount of time to finish their task:",,"Giv hver person følgende mængde tid til at udføre deres opgave:",,"None",,"All",,"Sharepoint Designer",,""
"If a due date is specified and e-mail is enabled on the server, approvers will receive a reminder on that date if their task is not finished.",,"Hvis der er angivet en udløbsdato, og mail er aktiveret på serveren, modtager godkendere en påmindelse på den pågældende dato, hvis deres opgave ikke er udført.",,"None",,"All",,"Sharepoint Designer",,""
"Required number of tasks finished to complete the workflow:",,"Antal opgaver, der kræves for at fuldføre arbejdsprocessen:",,"None",,"All",,"Sharepoint Designer",,""
"Tasks are due by:&#160;",,"Opgaver forfalder den:&#160;",,"None",,"All",,"Sharepoint Designer",,""
"Type a message to include with your request:",,"Skriv en meddelelse, der skal medtages i anmodningen:",,"None",,"All",,"Sharepoint Designer",,""
"Day(s)",,"Dag(e)",,"None",,"All",,"Sharepoint Designer",,""
"Week(s)",,"Uge(r)",,"None",,"All",,"Sharepoint Designer",,""
"<strong>Request Feedback</strong>",,"<strong>Anmod om feedback</strong>",,"None",,"All",,"Sharepoint Designer",,""
"Reassign this task.",,"Gentildel denne opgave.",,"None",,"All",,"Sharepoint Designer",,""
"Request a change be made before you finish your task.",,"Anmod om udførelse af en ændring, før du afslutter din opgave.",,"None",,"All",,"Sharepoint Designer",,""
"Send Response",,"Send svar",,"None",,"All",,"Sharepoint Designer",,""
"Date by which the task is due.",,"Forfaldsdato for opgaven.",,"None",,"All",,"Sharepoint Designer",,""
"Task instructions from the workflow owner.",,"Opgaveanvisninger fra ejeren af arbejdsprocessen.",,"None",,"All",,"Sharepoint Designer",,""
"Task on behalf name.",,"Opgave på vegne af navn.",,"None",,"All",,"Sharepoint Designer",,""
"Task on behalf reason.",,"Årsag til opgave på vegne af en anden.",,"None",,"All",,"Sharepoint Designer",,""
"Task outcome.",,"Opgaveresultat.",,"None",,"All",,"Sharepoint Designer",,""
"Task status.",,"Opgavestatus.",,"None",,"All",,"Sharepoint Designer",,""
"Type your response.",,"Skriv dit svar.",,"None",,"All",,"Sharepoint Designer",,""
"Workflow owner name.",,"Navn på ejer af arbejdsproces.",,"None",,"All",,"Sharepoint Designer",,""
"Reassign task",,"Gentildel opgave",,"None",,"All",,"Sharepoint Designer",,""
"Request a change",,"Anmod om en ændring",,"None",,"All",,"Sharepoint Designer",,""
"Due by:",,"Forfalder senest:",,"None",,"All",,"Sharepoint Designer",,""
"From:",,"Fra:",,"None",,"All",,"Sharepoint Designer",,""
"Change Requested",,"Der er anmodet om ændring",,"None",,"All",,"Sharepoint Designer",,""
"Other options",,"Andre indstillinger",,"None",,"All",,"Sharepoint Designer",,""
"Type your response:",,"Skriv dit svar:",,"None",,"All",,"Sharepoint Designer",,""
"Reassign this task to another person",,"Omfordel denne opgave til en anden person",,"None",,"All",,"Sharepoint Designer",,""
"Reassign this task to the workflow owner",,"Omfordel denne opgave til ejeren af arbejdsprocessen",,"None",,"All",,"Sharepoint Designer",,""
"Send",,"Send",,"None",,"All",,"Sharepoint Designer",,""
"Another person",,"En anden person",,"None",,"All",,"Sharepoint Designer",,""
"Type new task instructions.",,"Skriv nye opgaveanvisninger.",,"None",,"All",,"Sharepoint Designer",,""
"Workflow owner.",,"Ejer af arbejdsproces.",,"None",,"All",,"Sharepoint Designer",,""
"Assign To",,"Tildel",,"None",,"All",,"Sharepoint Designer",,""
"Another person:&#160;",,"En anden person:&#160;",,"None",,"All",,"Sharepoint Designer",,""
"Due Date",,"Forfaldsdato",,"None",,"All",,"Sharepoint Designer",,""
"If a&#160;due date is specified and email is enabled on the server, the task owner will receive a reminder on that date if their task is not finished.",,"Hvis der er angivet en&#160;forfaldsdato, og mail er aktiveret på serveren, modtager opgavens ejer en påmindelse på den pågældende dato, hvis opgaven ikke er udført.",,"None",,"All",,"Sharepoint Designer",,""
"If necessary, update the task instructions:",,"Opdater om nødvendigt opgaveanvisningerne:",,"None",,"All",,"Sharepoint Designer",,""
